                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                0.79676,                0.58983,                  1.071,                0.83005,                0.79411,                0.82985,                0.59376,                0.93698,                0.80955,                 1.1494,             0.00085834,             0.00085834,             0.00085834
                     52,                0.81493,                0.59659,                 1.0712,                0.86533,                0.75021,                0.82371,                0.57816,                0.97262,                 0.8352,                 1.1554,             0.00084184,             0.00084184,             0.00084184
                     53,                0.81787,                0.58153,                 1.0769,                0.83722,                0.75508,                0.83825,                0.59491,                0.97138,                 0.7963,                 1.1227,             0.00082533,             0.00082533,             0.00082533
                     54,                0.83374,                0.59732,                 1.0838,                0.87145,                0.75622,                0.83195,                0.59141,                0.96923,                0.79649,                  1.122,             0.00080883,             0.00080883,             0.00080883
                     55,                0.80544,                0.56527,                 1.0627,                0.81526,                0.76026,                0.81613,                0.57869,                 1.0109,                0.79981,                 1.1705,             0.00079233,             0.00079233,             0.00079233
                     56,                0.78591,                0.55239,                  1.053,                0.85369,                0.77661,                0.83255,                 0.5966,                0.93931,                0.79977,                 1.1329,             0.00077582,             0.00077582,             0.00077582
                     57,                0.77389,                0.56236,                 1.0531,                 0.8851,                0.70789,                0.81179,                0.57637,                0.95563,                0.82111,                 1.1465,             0.00075932,             0.00075932,             0.00075932
                     58,                0.77525,                0.55658,                 1.0556,                0.85962,                0.75467,                0.81876,                 0.5953,                0.94094,                0.84123,                 1.1138,             0.00074282,             0.00074282,             0.00074282
                     59,                0.76969,                0.54604,                 1.0503,                0.82602,                0.77932,                0.81979,                0.58918,                0.98736,                0.81229,                 1.1592,             0.00072631,             0.00072631,             0.00072631
                     60,                0.76991,                0.55259,                 1.0635,                0.84604,                0.75743,                0.83689,                0.60501,                0.97976,                0.73984,                 1.1431,             0.00070981,             0.00070981,             0.00070981
                     61,                0.76892,                0.54094,                 1.0465,                 0.8204,                0.77114,                0.83155,                0.59321,                0.96959,                0.80395,                 1.1304,             0.00069331,             0.00069331,             0.00069331
                     62,                0.76334,                 0.5403,                 1.0468,                0.84328,                 0.7428,                0.80153,                0.56934,                0.96111,                0.84604,                 1.1387,              0.0006768,              0.0006768,              0.0006768
                     63,                0.79098,                0.55184,                 1.0639,                0.82516,                0.79744,                0.82187,                0.60761,                0.94117,                0.74945,                 1.1451,              0.0006603,              0.0006603,              0.0006603
                     64,                0.76856,                0.53054,                 1.0476,                 0.8888,                0.76519,                0.82921,                0.59133,                0.96544,                0.78123,                   1.17,              0.0006438,              0.0006438,              0.0006438
                     65,                0.74308,                0.53163,                 1.0443,                0.84907,                0.78701,                0.83118,                0.59708,                0.97076,                0.78904,                 1.1554,             0.00062729,             0.00062729,             0.00062729
                     66,                0.73175,                0.52429,                 1.0265,                0.83273,                0.75992,                0.82459,                 0.5985,                0.94149,                0.75814,                 1.1195,             0.00061079,             0.00061079,             0.00061079
                     67,                0.73731,                0.53027,                  1.037,                0.82811,                0.76003,                0.81132,                0.58698,                0.93133,                0.76321,                 1.1179,             0.00059429,             0.00059429,             0.00059429
                     68,                0.72617,                0.52869,                 1.0356,                 0.8344,                0.76075,                0.81041,                0.60088,                0.94256,                0.77346,                  1.123,             0.00057778,             0.00057778,             0.00057778
                     69,                0.76027,                0.52998,                  1.042,                0.82668,                0.76931,                0.82572,                0.59891,                0.93214,                0.77583,                 1.0985,             0.00056128,             0.00056128,             0.00056128
                     70,                 0.7312,                0.51104,                 1.0341,                0.82886,                0.77568,                0.83139,                0.59551,                0.92465,                0.72567,                 1.1185,             0.00054478,             0.00054478,             0.00054478
                     71,                  0.733,                0.50877,                 1.0336,                0.81842,                0.79948,                0.83161,                0.59269,                0.96543,                0.74203,                 1.1542,             0.00052827,             0.00052827,             0.00052827
                     72,                0.73033,                0.50962,                 1.0245,                0.83093,                0.78161,                0.83419,                0.57667,                 1.0106,                0.72981,                 1.1966,             0.00051177,             0.00051177,             0.00051177
                     73,                0.72478,                0.49476,                 1.0271,                0.84191,                 0.7898,                0.83562,                0.59434,                0.99244,                0.75571,                 1.1663,             0.00049527,             0.00049527,             0.00049527
                     74,                0.71789,                 0.4969,                 1.0264,                0.82655,                0.77644,                0.81812,                0.59255,                0.96672,                0.81201,                 1.1263,             0.00047876,             0.00047876,             0.00047876
                     75,                0.72671,                0.49932,                 1.0283,                0.81896,                0.79575,                0.81737,                0.59798,                0.92642,                0.73538,                 1.1025,             0.00046226,             0.00046226,             0.00046226
                     76,                 0.6926,                0.48811,                 1.0137,                0.83489,                0.76728,                0.81644,                0.59314,                0.94766,                0.75793,                 1.1287,             0.00044576,             0.00044576,             0.00044576
                     77,                0.70977,                0.48668,                 1.0166,                0.82357,                0.77437,                0.81542,                0.59262,                0.95438,                0.77328,                  1.144,             0.00042925,             0.00042925,             0.00042925
                     78,                0.68639,                 0.4759,                 1.0168,                0.86633,                0.74919,                0.81923,                0.61013,                0.89824,                0.76788,                 1.0957,             0.00041275,             0.00041275,             0.00041275
                     79,                0.71491,                0.49096,                 1.0178,                0.83874,                0.78485,                0.82807,                0.60253,                0.95261,                  0.747,                 1.1516,             0.00039625,             0.00039625,             0.00039625
                     80,                  0.707,                0.47508,                 1.0143,                0.83045,                0.78454,                0.84125,                0.61068,                0.94534,                0.73189,                 1.1374,             0.00037974,             0.00037974,             0.00037974
                     81,                 0.6743,                0.46516,                 1.0089,                0.80465,                0.83153,                 0.8501,                0.62047,                 0.9432,                0.75099,                 1.1451,             0.00036324,             0.00036324,             0.00036324
                     82,                0.67878,                0.46092,                 1.0114,                0.85799,                0.78869,                0.83632,                0.60458,                0.94136,                0.75924,                 1.1387,             0.00034674,             0.00034674,             0.00034674
